source,key/id,uk,ru,en,pl,note
dict,Тренує контроль над стресом,Тренує контроль над стресом,Тренирует контроль над стрессом,Trains stress control,Trenuje kontrolę nad stresem,
dict,Тренує увагу й мову водночас,Тренує увагу й мову водночас,Тренирует внимание и язык одновременно,Trains attention and language at once,Trenuje uwagę i język naraz,
dict,Тривалість,Тривалість,Длительность,Duration,Czas trwania,
dict,Тримай,Тримай,Держи,Hold,Trzymaj,
dict,Тримайся,Тримайся,Держись,Hang in there,Trzymaj się,
dict,Турботливий,Турботливий,Заботливый,Caring,Troskliwy,
dict,Тут збиратимуться прочитані книги — твоя полиця знань.,Тут збиратимуться прочитані книги — твоя полиця знань.,Здесь будут собираться прочитанные книги — твоя полка знаний.,Finished books will collect here — your shelf of knowledge.,Tu będą zbierać się przeczytane książki — twoja półka wiedzy.,
dict,"Тут можна все роздивитися. А щоб проходити практики, ставити цілі й зберігати свій прогрес — створи безкоштовний акаунт. Це швидко.","Тут можна все роздивитися. А щоб проходити практики, ставити цілі й зберігати свій прогрес — створи безкоштовний акаунт. Це швидко.","Здесь можно всё рассмотреть. А чтобы проходить практики, ставить цели и сохранять свой прогресс — создай бесплатный аккаунт. Это быстро.","You can explore everything here. To do practices, set goals and save your progress, create a free account. It’s quick.","Tutaj możesz wszystko obejrzeć. Aby wykonywać praktyki, ustawiać cele i zapisywać postępy — załóż darmowe konto. To szybkie.",
dict,Тут поки порожньо,Тут поки порожньо,Здесь пока пусто,Nothing here yet,Tu jeszcze pusto,
dict,"Тут — твій рівень, звання й клас. Рівень росте від найдовшої серії практик поспіль. Коло скілів показує, наскільки розвинена кожна навичка. Тисни на елементи, щоб дізнатись більше.","Тут — твій рівень, звання й клас. Рівень росте від найдовшої серії практик поспіль. Коло скілів показує, наскільки розвинена кожна навичка. Тисни на елементи, щоб дізнатись більше.","Здесь — твой уровень, звание и класс. Уровень растёт от самой длинной серии практик подряд. Круг навыков показывает, насколько развит каждый навык. Нажимай на элементы, чтобы узнать больше.","Here are your level, rank and class. Your level grows from your longest streak of practice in a row. The skill wheel shows how developed each skill is. Tap the elements to learn more.","Tu są twój poziom, ranga i klasa. Poziom rośnie od najdłuższej serii praktyk z rzędu. Koło umiejętności pokazuje, jak rozwinięta jest każda umiejętność. Dotknij elementów, aby dowiedzieć się więcej.",
dict,Тіло,Тіло,Тело,Body,Ciało,
dict,ТІЛО,ТІЛО,ТЕЛО,BODY,CIAŁO,
dict,Тіло · ,Тіло · ,Тело · ,Body · ,Ciało · ,
dict,Тіло випереджає ментальність,Тіло випереджає ментальність,Тело опережает ментальность,Body ahead of mind,Ciało wyprzedza umysł,
dict,Тіло й ментальність урівноважені,Тіло й ментальність урівноважені,Тело и ментальность уравновешены,Body and mind in balance,Ciało i umysł w równowadze,
dict,"Тіло має охолонути, щоб заснути","Тіло має охолонути, щоб заснути","Тело должно охладиться, чтобы заснуть",The body must cool to fall asleep,"Ciało musi ostygnąć, by zasnąć",
dict,"У відомому дослідженні 2014 року учасники, навчені методу, змогли свідомо вплинути на запальну відповідь після введення ендотоксину. Це цікавий результат, але група була невеликою, тож узагальнювати рано.","У відомому дослідженні 2014 року учасники, навчені методу, змогли свідомо вплинути на запальну відповідь після введення ендотоксину. Це цікавий результат, але група була невеликою, тож узагальнювати рано.","В известном исследовании 2014 года участники, обученные методу, смогли сознательно повлиять на воспалительный ответ после введения эндотоксина. Это интересный результат, но группа была небольшой, поэтому обобщать рано.","In a well-known 2014 study, participants trained in the method could consciously influence their inflammatory response after an endotoxin injection. An interesting result, but the group was small, so it's early to generalize.","W znanym badaniu z 2014 roku uczestnicy przeszkoleni w metodzie potrafili świadomie wpłynąć na reakcję zapalną po podaniu endotoksyny. To ciekawy wynik, ale grupa była mała, więc na uogólnienia jest za wcześnie.",
dict,"У людей ефект на загальний метаболізм помірний та індивідуальний. Холод корисний багатьма способами, але це не інструмент для швидкого схуднення.","У людей ефект на загальний метаболізм помірний та індивідуальний. Холод корисний багатьма способами, але це не інструмент для швидкого схуднення.","У людей эффект на общий метаболизм умеренный и индивидуальный. Холод полезен по многим причинам, но это не инструмент для быстрого похудения.","In humans the effect on overall metabolism is modest and individual. Cold helps in many ways, but it's not a tool for fast weight loss.","U ludzi wpływ na ogólny metabolizm jest umiarkowany i indywidualny. Zimno pomaga na wiele sposobów, ale nie jest narzędziem do szybkiego chudnięcia.",
dict,"У моменті стресу — квадратне дихання 4-4-4-4 кілька циклів, найшвидше повертає контроль. Для щоденної стійкості — когерентне дихання.","У моменті стресу — квадратне дихання 4-4-4-4 кілька циклів, найшвидше повертає контроль. Для щоденної стійкості — когерентне дихання.","В момент стресса — квадратное дыхание 4-4-4-4 несколько циклов, быстрее всего возвращает контроль. Для ежедневной устойчивости — когерентное дыхание.",In a stressful moment — box breathing 4-4-4-4 for a few cycles restores control fastest. For daily resilience — coherent breathing.,"W momencie stresu — oddech kwadratowy 4-4-4-4 kilka cykli, najszybciej przywraca kontrolę. Na codzienną odporność — oddech koherentny.",
dict,У полицю прочитаних,У полицю прочитаних,На полку прочитанных,To the finished shelf,Na półkę przeczytanych,
dict,У сліпих тестах різниці у впливі не знаходять — але як музика звучить добре.,У сліпих тестах різниці у впливі не знаходять — але як музика звучить добре.,В слепых тестах разницы во влиянии не находят — но как музыка звучит хорошо.,Blind tests find no difference in effect — but as music it sounds good.,W testach ślepych nie znajduje się różnicy w oddziaływaniu — ale jako muzyka brzmi dobrze.,
dict,у холоді,у холоді,в холоде,in cold,w zimnie,
dict,Увага виснажується — і відновлюється,Увага виснажується — і відновлюється,Внимание истощается — и восстанавливается,Attention depletes — and recovers,Uwaga się wyczerpuje — i regeneruje,
dict,Увесь час,Увесь час,Всё время,All time,Cały czas,
dict,"Увійди, щоб бачити аналітику.","Увійди, щоб бачити аналітику.","Войди, чтобы видеть аналитику.",Sign in to see analytics.,"Zaloguj się, aby zobaczyć analitykę.",
dict,"Увійди, щоб зберігати","Увійди, щоб зберігати","Войди, чтобы сохранять",Sign in to save,"Zaloguj się, aby zapisywać",
dict,"Увійди, щоб зберігати розмови.","Увійди, щоб зберігати розмови.","Войди, чтобы сохранять разговоры.",Sign in to save chats.,"Zaloguj się, aby zapisywać rozmowy.",
dict,"Увійди, щоб користуватися завданнями.","Увійди, щоб користуватися завданнями.","Войди, чтобы пользоваться заданиями.",Sign in to use goals.,"Zaloguj się, aby korzystać z zadań.",
dict,"Увійди, щоб користуватися спільнотами.","Увійди, щоб користуватися спільнотами.","Войди, чтобы пользоваться сообществами.",Sign in to use communities.,"Zaloguj się, aby korzystać ze społeczności.",
dict,"Увійди, щоб користуватися спільнотою.","Увійди, щоб користуватися спільнотою.","Войди, чтобы пользоваться сообществом.",Sign in to use the community.,"Zaloguj się, aby korzystać ze społeczności.",
dict,Увійди.,Увійди.,Войди.,Sign in.,Zaloguj się.,
dict,Увійти,Увійти,Войти,Sign in,Zaloguj się,
dict,Уповільнює серцебиття,Уповільнює серцебиття,Замедляет сердцебиение,Slows the heartbeat,Zwalnia bicie serca,
dict,Усього,Усього,Всего,Total,Łącznie,
dict,Усього медитації,Усього медитації,Всего медитации,Total meditation,Łącznie medytacji,
dict,Усього у холоді,Усього у холоді,Всего в холоде,Total in cold,Łącznie w zimnie,
dict,Усього часу,Усього часу,Всего времени,Total time,Łączny czas,
dict,Усі,Усі,Все,All,Wszystkie,
dict,Усі ефекти,Усі ефекти,Все эффекты,All effects,Wszystkie efekty,
dict,Усі практики,Усі практики,Все практики,All practices,Wszystkie praktyki,
dict,утримай 120 с,утримай 120 с,продержись 120 с,hold 120 s,wytrzymaj 120 s,
dict,утримай 180 с,утримай 180 с,продержись 180 с,hold 180 s,wytrzymaj 180 s,
dict,утримай 240 с,утримай 240 с,продержись 240 с,hold 240 s,wytrzymaj 240 s,
dict,утримай 300 с,утримай 300 с,продержись 300 с,hold 300 s,wytrzymaj 300 s,
dict,утримай 60 с,утримай 60 с,продержись 60 с,hold 60 s,wytrzymaj 60 s,
dict,утримання,утримання,удержание,hold,wytrzymanie,
dict,Утримання 1 хв,Утримання 1 хв,Удержание 1 мин,1 min hold,Wytrzymanie 1 min,
dict,Утримання 2 хв,Утримання 2 хв,Удержание 2 мин,2 min hold,Wytrzymanie 2 min,
dict,Утримання 3 хв,Утримання 3 хв,Удержание 3 мин,3 min hold,Wytrzymanie 3 min,
dict,Утримання від звичок,Утримання від звичок,Воздержание от привычек,Habit abstinence,Powstrzymywanie się od nawyków,
dict,Утримання від шкідливих звичок,Утримання від шкідливих звичок,Воздержание от вредных привычек,Staying free of bad habits,Powstrzymywanie się od złych nawyków,
dict,"Утримання на час. Обери вправу — таймер рахує, скільки протримаєшся.","Утримання на час. Обери вправу — таймер рахує, скільки протримаєшся.","Удержание на время. Выбери упражнение — таймер считает, сколько продержишься.",Timed hold. Pick an exercise — the timer counts how long you hold.,"Wytrzymanie na czas. Wybierz ćwiczenie — timer liczy, jak długo wytrzymasz.",
dict,Учасник,Учасник,Участник,Member,Członek,
dict,Учасники,Учасники,Участники,Members,Członkowie,
dict,Факт дня,Факт дня,Факт дня,Fact of the day,Fakt dnia,ru=uk?
dict,Фокус,Фокус,Фокус,Focus,Skupienie,ru=uk?
dict,"Фокус, знання й ментальні практики. Ясність, спокій і глибина уваги.","Фокус, знання й ментальні практики. Ясність, спокій і глибина уваги.","Фокус, знания и ментальные практики. Ясность, спокойствие и глубина внимания.","Focus, knowledge and mental practices. Clarity, calm and depth of attention.","Skupienie, wiedza i praktyki mentalne. Jasność, spokój i głębia uwagi.",
dict,Фото додано,Фото додано,Фото добавлено,Photo added,Zdjęcie dodane,
dict,хв,хв,мин,min,min,pl=en?
dict,хв практики,хв практики,мин практики,min of practice,min praktyki,
dict,"Хват, розвантаження хребта","Хват, розвантаження хребта","Хват, разгрузка позвоночника","Grip, spine decompression","Chwyt, odciążenie kręgosłupa",
dict,Хвилин,Хвилин,Минут,Minutes,Minut,
dict,Хвилин практики: ,Хвилин практики: ,Минут практики: ,Practice minutes: ,Minut praktyki: ,
dict,Хвилин?,Хвилин?,Минут?,Minutes?,Minut?,
dict,Хвилини,Хвилини,Минуты,Minutes,Minuty,
dict,хвилини за день,хвилини за день,минуты за день,minutes per day,minuty na dzień,
dict,Хвилини за практиками,Хвилини за практиками,Минуты по практикам,Minutes by practice,Minuty wg praktyk,
dict,хвилини за тиждень,хвилини за тиждень,минуты за неделю,minutes per week,minuty na tydzień,
dict,Хвилини практики,Хвилини практики,Минуты практики,Practice minutes,Minuty praktyki,
dict,"Хвилі 12–30 Гц — активне мислення, концентрація, пильність.","Хвилі 12–30 Гц — активне мислення, концентрація, пильність.","Волны 12–30 Гц — активное мышление, концентрация, бдительность.","Waves of 12–30 Hz — active thinking, concentration, alertness.","Fale 12–30 Hz — aktywne myślenie, koncentracja, czujność.",
dict,"Хвилі 4–8 Гц — стан глибокої релаксації, дрімоти, медитації та фази сну зі сновидіннями.","Хвилі 4–8 Гц — стан глибокої релаксації, дрімоти, медитації та фази сну зі сновидіннями.","Волны 4–8 Гц — состояние глубокой релаксации, дремоты, медитации и фазы сна со сновидениями.","Waves of 4–8 Hz — a state of deep relaxation, drowsiness, meditation and the dream phase of sleep.","Fale 4–8 Hz — stan głębokiego relaksu, drzemki, medytacji i fazy snu z marzeniami sennymi.",
dict,"Хвилі 8–12 Гц — спокійне, але уважне неспання.","Хвилі 8–12 Гц — спокійне, але уважне неспання.","Волны 8–12 Гц — спокойное, но внимательное бодрствование.",Waves of 8–12 Hz — calm but attentive wakefulness.,"Fale 8–12 Hz — spokojna, lecz uważna jawa.",
dict,Хоббі / про себе,Хоббі / про себе,Хобби / о себе,Hobbies / about you,Hobby / o sobie,
dict,Холод,Холод,Холод,Cold,Zimno,ru=uk?
dict,Холод різко підвищує норадреналін і дофамін — звідси бадьорість і ясність.,Холод різко підвищує норадреналін і дофамін — звідси бадьорість і ясність.,Холод резко повышает норадреналин и дофамин — отсюда бодрость и ясность.,Cold sharply raises noradrenaline and dopamine — hence the alertness and clarity.,Zimno gwałtownie podnosi noradrenalinę i dopaminę — stąd energia i jasność umysłu.,
dict,Холод і бура жирова тканина,Холод і бура жирова тканина,Холод и бурая жировая ткань,Cold and brown fat,Zimno i brunatna tkanka tłuszczowa,
dict,Холод її активує,Холод її активує,Холод её активирует,Cold activates it,Zimno ją aktywuje,
dict,"Холод — це керований стрес: тіло кричить «вийди», а ти лишаєшся спокійним і дихаєш рівно. Ця навичка самовладання переноситься й на інші ситуації.","Холод — це керований стрес: тіло кричить «вийди», а ти лишаєшся спокійним і дихаєш рівно. Ця навичка самовладання переноситься й на інші ситуації.","Холод — это управляемый стресс: тело кричит «выйди», а ты остаёшься спокойным и дышишь ровно. Этот навык самообладания переносится и на другие ситуации.","Cold is controlled stress: the body screams «get out», and you stay calm and breathe evenly. That self-control carries over to other situations.","Zimno to kontrolowany stres: ciało krzyczy „wyjdź”, a ty pozostajesz spokojny i oddychasz równo. Ta umiejętność panowania nad sobą przenosi się na inne sytuacje.",
dict,Холод — це тренування стресостійкості,Холод — це тренування стресостійкості,Холод — это тренировка стрессоустойчивости,Cold is stress-resilience training,Zimno to trening odporności na stres,
dict,"Холод, дихання, фізичні утримання. Сила, витривалість і контроль над тілом.","Холод, дихання, фізичні утримання. Сила, витривалість і контроль над тілом.","Холод, дыхание, физические удержания. Сила, выносливость и контроль над телом.","Cold, breathing, physical holds. Strength, endurance and control over the body.","Zimno, oddech, fizyczne wytrzymania. Siła, wytrzymałość i kontrola nad ciałem.",
dict,"Холод: почни з 15–30 с прохолодного душу в кінці звичайного, дихай повільно й рівно. Дає бадьорість і дофамін надовго, гартує судини й імунітет. Поступово знижуй температуру. Виходь, якщо німіють кінцівки.","Холод: почни з 15–30 с прохолодного душу в кінці звичайного, дихай повільно й рівно. Дає бадьорість і дофамін надовго, гартує судини й імунітет. Поступово знижуй температуру. Виходь, якщо німіють кінцівки.","Холод: начни с 15–30 с прохладного душа в конце обычного, дыши медленно и ровно. Даёт бодрость и дофамин надолго, закаляет сосуды и иммунитет. Постепенно снижай температуру. Выходи, если немеют конечности.","Cold: start with 15–30 s of cool water at the end of your usual shower, breathe slowly and evenly. Gives lasting alertness and dopamine, conditions vessels and immunity. Lower the temperature gradually. Get out if your limbs go numb.","Zimno: zacznij od 15–30 s chłodnej wody na końcu zwykłego prysznica, oddychaj powoli i równo. Daje energię i dopaminę na długo, hartuje naczynia i odporność. Stopniowo obniżaj temperaturę. Wyjdź, jeśli drętwieją kończyny.",
dict,Холодний душ,Холодний душ,Холодный душ,Cold shower,Zimny prysznic,
dict,"Холодний душ або занурення: заходь поступово, дихай повільно й рівно, тримай скільки комфортно.","Холодний душ або занурення: заходь поступово, дихай повільно й рівно, тримай скільки комфортно.","Холодный душ или погружение: заходи постепенно, дыши медленно и ровно, держи сколько комфортно.","Cold shower or plunge: enter gradually, breathe slow and steady, stay as long as comfortable.","Zimny prysznic lub zanurzenie: wchodź stopniowo, oddychaj wolno i równo, wytrzymaj ile wygodnie.",
dict,Холодний душ і крижані ванни. (Холод на 15% живить Спокій.),Холодний душ і крижані ванни. (Холод на 15% живить Спокій.),Холодный душ и ледяные ванны. (Холод на 15% питает Спокойствие.),Cold showers and ice baths. (Cold feeds 15% into Calm.),Zimny prysznic i lodowe kąpiele. (Zimno zasila Spokój w 15%.),
dict,Хронологія подій учасників,Хронологія подій учасників,Хронология событий участников,Timeline of members' activity,Oś czasu aktywności uczestników,
dict,Це демо режим,Це демо режим,Это демо-режим,This is demo mode,To tryb demo,
dict,"Це демо-помічник Resonance. Судячи з твоїх даних, серія тримається впевнено — сьогодні варто закріпити результат короткою дихальною практикою для фокусу.","Це демо-помічник Resonance. Судячи з твоїх даних, серія тримається впевнено — сьогодні варто закріпити результат короткою дихальною практикою для фокусу.","Это демо-помощник Resonance. Судя по твоим данным, серия держится уверенно — сегодня стоит закрепить результат короткой дыхательной практикой для фокуса.","This is the Resonance demo assistant. Judging by your data, your streak is holding strong — today it’s worth reinforcing it with a short breathing practice for focus.","To demonstracyjny asystent Resonance. Sądząc po twoich danych, seria trzyma się mocno — dziś warto ją utrwalić krótką praktyką oddechową dla skupienia.",term:помічник/наставник?
dict,"Це пояснює, чому з практикою затримки стають довшими: змінюється не обʼєм легень, а реакція нервової системи на дискомфорт.","Це пояснює, чому з практикою затримки стають довшими: змінюється не обʼєм легень, а реакція нервової системи на дискомфорт.","Это объясняет, почему с практикой задержки становятся длиннее: меняется не объём лёгких, а реакция нервной системы на дискомфорт.","That's why holds get longer with practice: it's not lung volume that changes, but the nervous system's response to discomfort.","To wyjaśnia, dlaczego z praktyką wstrzymania stają się dłuższe: zmienia się nie objętość płuc, lecz reakcja układu nerwowego na dyskomfort.",
dict,Це природний механізм — ми робимо так уві сні та після плачу. Свідомо 1–3 цикли часто достатньо.,Це природний механізм — ми робимо так уві сні та після плачу. Свідомо 1–3 цикли часто достатньо.,Это естественный механизм — мы так делаем во сне и после плача. Сознательно 1–3 цикла часто достаточно.,"It's a natural mechanism — we do it in sleep and after crying. Consciously, 1–3 cycles is often enough.",To naturalny mechanizm — robimy tak we śnie i po płaczu. Świadomie 1–3 cykle często wystarczają.,
dict,Цей учасник не ділиться своїм прогресом.,Цей учасник не ділиться своїм прогресом.,Этот участник не делится своим прогрессом.,This member doesn't share their progress.,Ten uczestnik nie udostępnia swojego postępu.,
dict,Циклів,Циклів,Циклов,Cycles,Cykli,
dict,Цікаве та корисне,Цікаве та корисне,Интересное и полезное,Interesting & useful,Ciekawe i przydatne,
dict,Цікаві факти,Цікаві факти,Интересные факты,Interesting facts,Ciekawostki,
dict,Ціль,Ціль,Цель,Goal,Cel,
dict,Ціль створено,Ціль створено,Цель создана,Goal created,Cel utworzony,
dict,Ціль:,Ціль:,Цель:,Goal:,Cel:,
dict,Цілі,Цілі,Цели,Goals,Cele,
dict,Цілі ›,Цілі ›,Цели ›,Goals ›,Cele ›,
dict,Ціна в балах,Ціна в балах,Цена в баллах,Price in points,Cena w punktach,
dict,"Цінності продукту: чесність, зокрема щодо науки (без псевдообіцянок); сталість важливіша за інтенсивність; мінімум «води»; вимірюваний прогрес. Тон — спокійний і дорослий.","Цінності продукту: чесність, зокрема щодо науки (без псевдообіцянок); сталість важливіша за інтенсивність; мінімум «води»; вимірюваний прогрес. Тон — спокійний і дорослий.","Ценности продукта: честность, в том числе о науке (без псевдообещаний); постоянство важнее интенсивности; минимум «воды»; измеримый прогресс. Тон — спокойный и взрослый.","Product values: honesty, including about science (no pseudo-promises); consistency over intensity; minimal fluff; measurable progress. The tone is calm and grown-up.","Wartości produktu: uczciwość, także wobec nauki (bez pseudoobietnic); systematyczność ponad intensywność; minimum „lania wody”; mierzalny postęp. Ton — spokojny i dojrzały.",
dict,Чарлз Дахіґґ,Чарлз Дахіґґ,Чарлз Дахигг,Charles Duhigg,Charles Duhigg,pl=en?
dict,Час,Час,Время,Time,Czas,
dict,Час збережено,Час збережено,Время сохранено,Time saved,Godzina zapisana,
dict,Час нагадування,Час нагадування,Время напоминания,Reminder time,Godzina przypomnienia,
dict,Час у затримці,Час у затримці,Время в задержке,Time in hold,Czas we wstrzymaniu,
dict,Час читання,Час читання,Время чтения,Reading time,Czas czytania,
dict,Частоти,Частоти,Частоты,Frequencies,Częstotliwości,
dict,"Частоти, дихання Віма Хофа та холод — у синхроні між пристроями.","Частоти, дихання Віма Хофа та холод — у синхроні між пристроями.","Частоты, дыхание Вима Хофа и холод — в синхроне между устройствами.","Frequencies, Wim Hof breathing and cold — in sync across devices.","Częstotliwości, oddech Wima Hofa i zimno — w synchronizacji między urządzeniami.",
dict,Частоту не знайдено.,Частоту не знайдено.,Частота не найдена.,Frequency not found.,Nie znaleziono częstotliwości.,
dict,Челендж створено,Челендж створено,Челлендж создан,Challenge created,Wyzwanie utworzone,
dict,Челенджі,Челенджі,Челленджи,Challenges,Wyzwania,
dict,Червень,Червень,Июнь,June,Czerwiec,
dict,Чергування гарячого й холодного дає бадьорість і відчуття відновлення.,Чергування гарячого й холодного дає бадьорість і відчуття відновлення.,Чередование горячего и холодного даёт бодрость и ощущение восстановления.,Alternating hot and cold brings alertness and a sense of recovery.,Naprzemienne ciepło i zimno daje energię i poczucie regeneracji.,
dict,"Чергуй гарячу й холодну воду (≈30 с холодної на цикл, 3–5 циклів), завершуй холодною. Тренує судини (звуження/розширення), піднімає тонус і кровообіг.","Чергуй гарячу й холодну воду (≈30 с холодної на цикл, 3–5 циклів), завершуй холодною. Тренує судини (звуження/розширення), піднімає тонус і кровообіг.","Чередуй горячую и холодную воду (≈30 с холодной на цикл, 3–5 циклов), заканчивай холодной. Тренирует сосуды (сужение/расширение), поднимает тонус и кровообращение.","Alternate hot and cold water (≈30 s cold per cycle, 3–5 cycles), finish cold. Trains the vessels (constriction/dilation), raises tone and circulation.","Naprzemiennie gorąca i zimna woda (≈30 s zimnej na cykl, 3–5 cykli), kończ zimną. Trenuje naczynia (zwężanie/rozszerzanie), podnosi napięcie i krążenie.",
dict,Чергуй тепло й холод,Чергуй тепло й холод,Чередуй тепло и холод,Alternate heat and cold,Naprzemiennie ciepło i zimno,
dict,Чесно про бінаурали та «зцілюючі частоти»,Чесно про бінаурали та «зцілюючі частоти»,Честно о бинауралах и «исцеляющих частотах»,Honestly about binaural beats and «healing frequencies»,Szczerze o dźwiękach binauralnych i „częstotliwościach uzdrawiających”,
dict,Число,Число,Число,Number,Liczba,ru=uk?
dict,Чистих днів,Чистих днів,Чистых дней,Clean days,Czyste dni,
dict,Читай і відмічай хвилини — вони рахуються в розвиток.,Читай і відмічай хвилини — вони рахуються в розвиток.,Читай и отмечай минуты — они засчитываются в развитие.,Read and log the minutes — they count toward your growth.,Czytaj i zapisuj minuty — liczą się do rozwoju.,
dict,"Читання задіює увагу, мову й уяву одночасно. Регулярна практика підтримує когнітивні навички й глибину мислення, на відміну від поверхневого гортання стрічки.","Читання задіює увагу, мову й уяву одночасно. Регулярна практика підтримує когнітивні навички й глибину мислення, на відміну від поверхневого гортання стрічки.","Чтение задействует внимание, язык и воображение одновременно. Регулярная практика поддерживает когнитивные навыки и глубину мышления, в отличие от поверхностного листания ленты.","Reading engages attention, language and imagination at once. Regular practice supports cognitive skills and depth of thought, unlike shallow feed-scrolling.","Czytanie angażuje jednocześnie uwagę, język i wyobraźnię. Regularna praktyka wspiera zdolności poznawcze i głębię myślenia, w przeciwieństwie do powierzchownego przewijania feedu.",
dict,Читання — це тренування мозку,Читання — це тренування мозку,Чтение — это тренировка мозга,Reading is a workout for the brain,Czytanie to trening mózgu,
dict,Читаю зараз,Читаю зараз,Читаю сейчас,Reading now,Czytam teraz,
dict,Читаю знову,Читаю знову,Читаю снова,Reading again,Czytam ponownie,
dict,Чоло,Чоло,Лоб,Forehead,Czoło,
dict,Чоло приємно прохолодне.,Чоло приємно прохолодне.,Лоб приятно прохладный.,Your forehead is pleasantly cool.,Czoło jest przyjemnie chłodne.,
dict,Чоловіча,Чоловіча,Мужской,Male,Mężczyzna,
dict,Чому після холодного душу гарний настрій,Чому після холодного душу гарний настрій,Почему после холодного душа хорошее настроение,Why a cold shower lifts your mood,Dlaczego po zimnym prysznicu jest dobry nastrój,
dict,Чому саме така оцінка?,Чому саме така оцінка?,Почему именно такая оценка?,Why this rating?,Dlaczego taka ocena?,
dict,Чт,Чт,Чт,Th,Czw,
dict,Чудова сталість! Так тримати.,Чудова сталість! Так тримати.,Отличное постоянство! Так держать.,Great consistency! Keep it up.,Świetna systematyczność! Tak trzymaj.,
dict,Швидко повернутись у момент,Швидко повернутись у момент,Быстро вернуться в момент,Quickly return to the moment,Szybko wrócić do chwili,
dict,Швидко повернутися в теперішній момент через органи чуття.,Швидко повернутися в теперішній момент через органи чуття.,Быстро вернуться в настоящий момент через органы чувств.,Quickly return to the present moment through the senses.,Szybko wrócić do chwili obecnej poprzez zmysły.,
dict,шию та плечі,шию та плечі,шею и плечи,your neck and shoulders,kark i ramiona,
dict,Шия,Шия,Шея,Neck,Kark,
dict,Шлях сили,Шлях сили,Путь силы,Path of Strength,Ścieżka siły,
dict,Шукач рівноваги,Шукач рівноваги,Искатель равновесия,Balance Seeker,Poszukiwacz równowagi,
dict,"ШІ-помічник щодня підказує, на чому зробити акцент. З акаунтом йому можна ставити будь-які питання про твій розвиток.","ШІ-помічник щодня підказує, на чому зробити акцент. З акаунтом йому можна ставити будь-які питання про твій розвиток.","ИИ-помощник ежедневно подсказывает, на чём сделать акцент. С аккаунтом ему можно задавать любые вопросы о твоём развитии.",The AI assistant suggests what to focus on each day. With an account you can ask it anything about your growth.,"Asystent AI codziennie podpowiada, na czym się skupić. Z kontem możesz zadawać mu dowolne pytania o swój rozwój.",term:помічник/наставник?
dict,Ще немає активності учасників.,Ще немає активності учасників.,Пока нет активности участников.,No member activity yet.,Na razie brak aktywności członków.,
dict,Ще немає даних,Ще немає даних,Пока нет данных,No data yet,Brak danych,
dict,Ще немає звичок. Додай першу нижче.,Ще немає звичок. Додай першу нижче.,Пока нет привычек. Добавь первую ниже.,No habits yet. Add your first below.,Brak nawyków. Dodaj pierwszy poniżej.,
dict,Ще немає оцінок за сьогодні.,Ще немає оцінок за сьогодні.,Пока нет оценок за сегодня.,No ratings for today yet.,Brak ocen na dziś.,
dict,Ще немає оцінок. Внеси дані за сьогодні.,Ще немає оцінок. Внеси дані за сьогодні.,Пока нет оценок. Внеси данные за сегодня.,No ratings yet. Add today's data.,Brak ocen. Wpisz dane na dziś.,
dict,Ще немає цілей. Додай першу нижче.,Ще немає цілей. Додай першу нижче.,Целей пока нет. Добавь первую ниже.,No goals yet. Add your first below.,Nie ma jeszcze celów. Dodaj pierwszy poniżej.,
dict,Ще немає цілей. Створи першу — і бачитимеш прогрес тут і на головній.,Ще немає цілей. Створи першу — і бачитимеш прогрес тут і на головній.,Пока нет целей. Создай первую — и будешь видеть прогресс здесь и на главной.,No goals yet. Create your first one — and you’ll see progress here and on the home screen.,Nie ma jeszcze celów. Utwórz pierwszy — a zobaczysz postęp tutaj i na ekranie głównym.,
dict,Ще раз,Ще раз,Ещё раз,Again,Jeszcze raz,
dict,Що таке бінаурал?,Що таке бінаурал?,Что такое бинаурал?,What is binaural?,Czym jest binaural?,
dict,Що таке резонанс,Що таке резонанс,Что такое резонанс,What is resonance,Czym jest rezonans,
dict,Що читаю і що прочитано,Що читаю і що прочитано,Что читаю и что прочитано,What I'm reading and have read,Co czytam i co przeczytane,
dict,Що читаєш і що прочитав. Час читання йде в навичку Знання.,Що читаєш і що прочитав. Час читання йде в навичку Знання.,Что читаешь и что прочитал. Время чтения идёт в навык Знание.,What you're reading and have read. Reading time goes to the Knowledge skill.,Co czytasz i co przeczytałeś. Czas czytania zasila umiejętność Wiedza.,pl-gender
dict,"Щоб заснути, тіло знижує внутрішню температуру; прохолода цьому допомагає.","Щоб заснути, тіло знижує внутрішню температуру; прохолода цьому допомагає.","Чтобы заснуть, тело снижает внутреннюю температуру; прохлада этому помогает.",To fall asleep the body lowers its core temperature; a cool room helps that.,"Aby zasnąć, ciało obniża temperaturę wewnętrzną; chłód temu sprzyja.",
dict,Щоденна бадьорість і гартування,Щоденна бадьорість і гартування,Ежедневная бодрость и закалка,Daily alertness and conditioning,Codzienna energia i hartowanie,
dict,щодня,щодня,ежедневно,daily,codziennie,
