source,key/id,uk,es,fr,de,note
dict,Це демо режим,Це демо режим,Este es el modo demo,Ceci est le mode démo,Dies ist der Demo-Modus,
dict,"Це демо-наставник Resonance. Судячи з твоїх даних, серія тримається впевнено — сьогодні варто закріпити результат короткою дихальною практикою для фокусу.","Це демо-наставник Resonance. Судячи з твоїх даних, серія тримається впевнено — сьогодні варто закріпити результат короткою дихальною практикою для фокусу.","Este es el mentor demo de Resonance. A juzgar por tus datos, tu racha se mantiene con firmeza; hoy conviene reforzar el resultado con una breve práctica de respiración para el enfoque.","Ceci est le mentor démo de Resonance. À en juger par tes données, ta série tient bon — aujourd'hui, il vaut mieux consolider le résultat avec une courte pratique de respiration pour la concentration.","Das ist der Demo-Mentor von Resonance. Deinen Daten nach hält deine Serie stabil — heute lohnt es sich, das Ergebnis mit einer kurzen Atemübung für den Fokus zu festigen.",
dict,"Це пояснює, чому з практикою затримки стають довшими: змінюється не обʼєм легень, а реакція нервової системи на дискомфорт.","Це пояснює, чому з практикою затримки стають довшими: змінюється не обʼєм легень, а реакція нервової системи на дискомфорт.","Esto explica por qué con la práctica las retenciones se alargan: no cambia el volumen pulmonar, sino la respuesta del sistema nervioso a la incomodidad.","Cela explique pourquoi les apnées s'allongent avec la pratique : ce n'est pas le volume pulmonaire qui change, mais la réponse du système nerveux à l'inconfort.","Das erklärt, warum die Haltezeiten mit der Übung länger werden: Nicht das Lungenvolumen ändert sich, sondern die Reaktion des Nervensystems auf Unbehagen.",
dict,Це природний механізм — ми робимо так уві сні та після плачу. Свідомо 1–3 цикли часто достатньо.,Це природний механізм — ми робимо так уві сні та після плачу. Свідомо 1–3 цикли часто достатньо.,"Es un mecanismo natural — lo hacemos al dormir y tras llorar. De forma consciente, 1–3 ciclos suelen bastar.","C'est un mécanisme naturel — on le fait en dormant et après avoir pleuré. Consciemment, 1–3 cycles suffisent souvent.",Es ist ein natürlicher Mechanismus — wir tun das im Schlaf und nach dem Weinen. Bewusst genügen oft 1–3 Zyklen.,
dict,Цей учасник не ділиться своїм прогресом.,Цей учасник не ділиться своїм прогресом.,Este miembro no comparte su progreso.,Ce membre ne partage pas sa progression.,Dieses Mitglied teilt seinen Fortschritt nicht.,
dict,Циклів,Циклів,Ciclos,Cycles,Zyklen,
dict,Цікаве та корисне,Цікаве та корисне,Interesante y útil,Intéressant et utile,Interessant und nützlich,
dict,Цікаві факти,Цікаві факти,Datos interesantes,Faits intéressants,Interessante Fakten,
dict,Ціль,Ціль,Objetivo,Objectif,Ziel,
dict,Ціль створено,Ціль створено,Objetivo creado,Objectif créé,Ziel erstellt,
dict,Ціль:,Ціль:,Objetivo:,Objectif :,Ziel:,
dict,Цілі,Цілі,Objetivos,Objectifs,Ziele,
dict,Цілі ›,Цілі ›,Objetivos ›,Objectifs ›,Ziele ›,
dict,Ціна в балах,Ціна в балах,Precio en puntos,Prix en points,Preis in Punkten,
dict,"Цінності продукту: чесність, зокрема щодо науки (без псевдообіцянок); сталість важливіша за інтенсивність; мінімум «води»; вимірюваний прогрес. Тон — спокійний і дорослий.","Цінності продукту: чесність, зокрема щодо науки (без псевдообіцянок); сталість важливіша за інтенсивність; мінімум «води»; вимірюваний прогрес. Тон — спокійний і дорослий.","Valores del producto: honestidad, también sobre la ciencia (sin pseudopromesas); la constancia sobre la intensidad; mínima paja; progreso medible. El tono es tranquilo y adulto.","Valeurs du produit : honnêteté, y compris sur la science (sans pseudo-promesses) ; la régularité prime sur l'intensité ; un minimum de remplissage ; un progrès mesurable. Le ton est calme et adulte.","Produktwerte: Ehrlichkeit, auch zur Wissenschaft (keine Pseudoversprechen); Beständigkeit vor Intensität; minimales Geschwafel; messbarer Fortschritt. Der Ton ist ruhig und erwachsen.",
dict,Чарлз Дахіґґ,Чарлз Дахіґґ,Charles Duhigg,Charles Duhigg,Charles Duhigg,
dict,Час,Час,Tiempo,Temps,Zeit,
dict,Час збережено,Час збережено,Hora guardada,Heure enregistrée,Zeit gespeichert,
dict,Час нагадування,Час нагадування,Hora del recordatorio,Heure du rappel,Erinnerungszeit,
dict,Час у затримці,Час у затримці,Tiempo en apnea,Temps en apnée,Zeit im Halten,
dict,Час читання,Час читання,Tiempo de lectura,Temps de lecture,Lesezeit,
dict,Частоти,Частоти,Frecuencias,Fréquences,Frequenzen,
dict,"Частоти, дихання Віма Хофа та холод — у синхроні між пристроями.","Частоти, дихання Віма Хофа та холод — у синхроні між пристроями.","Frecuencias, respiración Wim Hof y frío: en sincronía entre dispositivos.","Fréquences, respiration Wim Hof et froid — synchronisés entre appareils.","Frequenzen, Wim-Hof-Atmung und Kälte — synchron über alle Geräte.",
dict,Частоту не знайдено.,Частоту не знайдено.,Frecuencia no encontrada.,Fréquence introuvable.,Frequenz nicht gefunden.,
dict,Челендж створено,Челендж створено,Reto creado,Défi créé,Challenge erstellt,
dict,Челенджі,Челенджі,Retos,Défis,Challenges,
dict,Червень,Червень,Junio,Juin,Juni,
dict,Чергування гарячого й холодного дає бадьорість і відчуття відновлення.,Чергування гарячого й холодного дає бадьорість і відчуття відновлення.,Alternar calor y frío da vitalidad y sensación de recuperación.,Alterner chaud et froid donne de la vivacité et une sensation de récupération.,Der Wechsel von heiß und kalt gibt Frische und ein Gefühl der Erholung.,
dict,"Чергуй гарячу й холодну воду (≈30 с холодної на цикл, 3–5 циклів), завершуй холодною. Тренує судини (звуження/розширення), піднімає тонус і кровообіг.","Чергуй гарячу й холодну воду (≈30 с холодної на цикл, 3–5 циклів), завершуй холодною. Тренує судини (звуження/розширення), піднімає тонус і кровообіг.","Alterna agua caliente y fría (≈30 s de fría por ciclo, 3–5 ciclos), termina en fría. Entrena los vasos (constricción/dilatación), sube el tono y la circulación.","Alterne eau chaude et froide (≈30 s de froide par cycle, 3–5 cycles), termine par la froide. Entraîne les vaisseaux (constriction/dilatation), augmente le tonus et la circulation.","Wechsle heißes und kaltes Wasser (≈30 s kalt pro Zyklus, 3–5 Zyklen), beende kalt. Trainiert die Gefäße (Verengung/Erweiterung), hebt Tonus und Durchblutung.",
dict,Чергуй тепло й холод,Чергуй тепло й холод,Alterna calor y frío,Alterne chaud et froid,Wechsle Wärme und Kälte,
dict,Чесно про бінаурали та «зцілюючі частоти»,Чесно про бінаурали та «зцілюючі частоти»,"Con honestidad sobre los binaurales y las ""frecuencias curativas""",Honnêtement sur les binauraux et les « fréquences de guérison »,Ehrlich über Binaurals und „Heilfrequenzen“,
dict,Число,Число,Número,Nombre,Zahl,
dict,Чистих днів,Чистих днів,Días limpios,Jours propres,Saubere Tage,
dict,Читай і відмічай хвилини — вони рахуються в розвиток.,Читай і відмічай хвилини — вони рахуються в розвиток.,Lee y registra los minutos: cuentan para tu desarrollo.,Lis et enregistre les minutes — elles comptent pour ton développement.,Lies und erfasse die Minuten — sie zählen für deine Entwicklung.,
dict,"Читання задіює увагу, мову й уяву одночасно. Регулярна практика підтримує когнітивні навички й глибину мислення, на відміну від поверхневого гортання стрічки.","Читання задіює увагу, мову й уяву одночасно. Регулярна практика підтримує когнітивні навички й глибину мислення, на відміну від поверхневого гортання стрічки.","Leer activa a la vez la atención, el lenguaje y la imaginación. La práctica regular apoya las habilidades cognitivas y la profundidad de pensamiento, a diferencia del scroll superficial.","Lire mobilise à la fois l'attention, le langage et l'imagination. Une pratique régulière soutient les capacités cognitives et la profondeur de pensée, contrairement au scroll superficiel.","Lesen beansprucht Aufmerksamkeit, Sprache und Vorstellungskraft zugleich. Regelmäßiges Üben unterstützt kognitive Fähigkeiten und Denktiefe — anders als oberflächliches Feed-Scrollen.",
dict,Читання — це тренування мозку,Читання — це тренування мозку,Leer es un entrenamiento para el cerebro,Lire est un entraînement pour le cerveau,Lesen ist Training fürs Gehirn,
dict,Читаю зараз,Читаю зараз,Leyendo ahora,En cours de lecture,Lese gerade,
dict,Читаю знову,Читаю знову,Leyendo de nuevo,Je le relis,Ich lese es erneut,
dict,Чоло,Чоло,Frente,Front,Stirn,
dict,Чоло приємно прохолодне.,Чоло приємно прохолодне.,La frente está agradablemente fresca.,Le front est agréablement frais.,Die Stirn ist angenehm kühl.,
dict,Чоловіча,Чоловіча,Masculino,Masculin,Männlich,
dict,Чому після холодного душу гарний настрій,Чому після холодного душу гарний настрій,Por qué mejora el ánimo tras una ducha fría,Pourquoi la douche froide améliore l'humeur,Warum die Stimmung nach einer kalten Dusche gut ist,
dict,Чому саме така оцінка?,Чому саме така оцінка?,¿Por qué esta valoración?,Pourquoi cette note ?,Warum diese Bewertung?,
dict,Чт,Чт,Ju,Je,Do,
dict,Чудова сталість! Так тримати.,Чудова сталість! Так тримати.,¡Gran constancia! Sigue así.,Belle régularité ! Continue comme ça.,Tolle Beständigkeit! Weiter so.,
dict,"ШІ-наставник щодня підказує, на чому зробити акцент. З акаунтом йому можна ставити будь-які питання про твій розвиток.","ШІ-наставник щодня підказує, на чому зробити акцент. З акаунтом йому можна ставити будь-які питання про твій розвиток.",El mentor de IA sugiere cada día en qué poner el acento. Con una cuenta puedes hacerle cualquier pregunta sobre tu desarrollo.,"Le mentor IA suggère chaque jour sur quoi mettre l'accent. Avec un compte, tu peux lui poser n'importe quelle question sur ton développement.","Der KI-Mentor schlägt jeden Tag vor, worauf du dich konzentrieren solltest. Mit einem Konto kannst du ihm beliebige Fragen zu deiner Entwicklung stellen.",
dict,Швидко повернутись у момент,Швидко повернутись у момент,Volver rápido al momento,Revenir vite à l'instant,Schnell in den Moment zurückkehren,
dict,Швидко повернутися в теперішній момент через органи чуття.,Швидко повернутися в теперішній момент через органи чуття.,Volver rápidamente al momento presente a través de los sentidos.,Revenir vite au moment présent à travers les sens.,Über die Sinne schnell in den gegenwärtigen Moment zurückkehren.,
dict,Шия,Шия,Cuello,Cou,Nacken,
dict,Шлях сили,Шлях сили,Camino de la fuerza,Chemin de la force,Pfad der Stärke,
dict,Шукач рівноваги,Шукач рівноваги,Buscador del equilibrio,Chercheur d'équilibre,Suchender der Balance,
dict,Ще немає активності учасників.,Ще немає активності учасників.,Aún no hay actividad de los miembros.,Pas encore d'activité des membres.,Noch keine Aktivität der Mitglieder.,
dict,Ще немає даних,Ще немає даних,Aún no hay datos,Pas encore de données,Noch keine Daten,
dict,Ще немає звичок. Додай першу нижче.,Ще немає звичок. Додай першу нижче.,Aún no hay hábitos. Añade el primero abajo.,Pas encore d'habitudes. Ajoute la première ci-dessous.,Noch keine Gewohnheiten. Füge unten die erste hinzu.,
dict,Ще немає оцінок за сьогодні.,Ще немає оцінок за сьогодні.,Aún no hay valoraciones de hoy.,Pas encore de notes pour aujourd'hui.,Noch keine Bewertungen für heute.,
dict,Ще немає оцінок. Внеси дані за сьогодні.,Ще немає оцінок. Внеси дані за сьогодні.,Aún no hay valoraciones. Introduce los datos de hoy.,Pas encore de notes. Saisis les données d'aujourd'hui.,Noch keine Bewertungen. Gib die Daten für heute ein.,
dict,Ще немає цілей. Додай першу нижче.,Ще немає цілей. Додай першу нижче.,Aún no hay objetivos. Añade el primero abajo.,Pas encore d'objectifs. Ajoute le premier ci-dessous.,Noch keine Ziele. Füge unten dein erstes hinzu.,
dict,Ще немає цілей. Створи першу — і бачитимеш прогрес тут і на головній.,Ще немає цілей. Створи першу — і бачитимеш прогрес тут і на головній.,Aún no hay objetivos. Crea el primero y verás el progreso aquí y en la pantalla principal.,Pas encore d'objectifs. Crée le premier — et tu verras la progression ici et sur l'écran d'accueil.,Noch keine Ziele. Erstelle das erste — und du siehst den Fortschritt hier und auf dem Startbildschirm.,
dict,Ще раз,Ще раз,Otra vez,Encore,Nochmal,
dict,Що таке бінаурал?,Що таке бінаурал?,¿Qué es el binaural?,Qu'est-ce que le binaural ?,Was ist binaural?,
dict,Що таке резонанс,Що таке резонанс,Qué es la resonancia,Qu'est-ce que la résonance,Was ist Resonanz,
dict,Що читаю і що прочитано,Що читаю і що прочитано,Qué leo y qué he leído,Ce que je lis et ai lu,Was ich lese und gelesen habe,
dict,"Щоб заснути, тіло знижує внутрішню температуру; прохолода цьому допомагає.","Щоб заснути, тіло знижує внутрішню температуру; прохолода цьому допомагає.","Para dormirse, el cuerpo baja su temperatura interna; el frescor ayuda.","Pour s'endormir, le corps baisse sa température interne ; la fraîcheur y aide.",Zum Einschlafen senkt der Körper seine Kerntemperatur; Kühle hilft dabei.,
dict,Щоденна бадьорість і гартування,Щоденна бадьорість і гартування,Vitalidad diaria y endurecimiento,Vitalité quotidienne et endurcissement,Tägliche Frische und Abhärtung,
dict,"Я підкажу по практиках, частотах, холоду й твоєму прогресу. Спитай, наприклад: «з чого почати?», «яка практика для сну?» або «мій прогрес».","Я підкажу по практиках, частотах, холоду й твоєму прогресу. Спитай, наприклад: «з чого почати?», «яка практика для сну?» або «мій прогрес».","Te ayudo con prácticas, frecuencias, frío y tu progreso. Pregunta, por ejemplo: ""¿por dónde empiezo?"", ""¿qué práctica para dormir?"" o ""mi progreso"".","Je t'aide avec les pratiques, les fréquences, le froid et ta progression. Demande par exemple : « par où commencer ? », « quelle pratique pour dormir ? » ou « ma progression ».","Ich helfe bei Praktiken, Frequenzen, Kälte und deinem Fortschritt. Frag z. B.: „Wo fange ich an?“, „Welche Praktik zum Schlafen?“ oder „Mein Fortschritt“.",
dict,Я цілком спокійний і розслаблений.,Я цілком спокійний і розслаблений.,Estoy en completa calma y relajación.,Je suis dans un calme et une détente complets.,Ich bin völlig ruhig und entspannt.,
dict,Як зараховується (вектор по гілках),Як зараховується (вектор по гілках),Cómo se contabiliza (vector por ramas),Comment c'est compté (vecteur par branches),Wie es zählt (Vektor über Zweige),
dict,Як зараховується досвід,Як зараховується досвід,Cómo se cuenta la experiencia,Comment l'expérience est comptée,Wie Erfahrung gezählt wird,
dict,Як рахується рівень,Як рахується рівень,Cómo se calcula el nivel,Comment le niveau est calculé,Wie das Level berechnet wird,
dict,Яка вправа,Яка вправа,Qué ejercicio,Quel exercice,Welche Übung,
dict,"Якщо весь час підживлювати його легкими стимулами (стрічки, цукор, сповіщення), базовий драйв до складніших цілей знижується. Сталі зусилля й відпочинок від стимулів повертають чутливість.","Якщо весь час підживлювати його легкими стимулами (стрічки, цукор, сповіщення), базовий драйв до складніших цілей знижується. Сталі зусилля й відпочинок від стимулів повертають чутливість.","Si lo alimentas todo el tiempo con estímulos fáciles (feeds, azúcar, notificaciones), baja tu impulso de base hacia metas más difíciles. El esfuerzo constante y un descanso de estímulos devuelven la sensibilidad.","Si tu le nourris sans cesse de stimuli faciles (fils d'actualité, sucre, notifications), ton élan de base vers des objectifs plus durs diminue. Un effort régulier et une pause des stimuli restaurent la sensibilité.","Wenn du es ständig mit leichten Reizen fütterst (Feeds, Zucker, Benachrichtigungen), sinkt dein Grundantrieb für schwerere Ziele. Beständige Anstrengung und eine Reizpause stellen die Empfindlichkeit wieder her.",
dict,"Якщо о цей час сьогодні ще не буде практики — нагадаємо push-сповіщенням (або листом), щоб не втратити серію.","Якщо о цей час сьогодні ще не буде практики — нагадаємо push-сповіщенням (або листом), щоб не втратити серію.","Si a esta hora aún no has practicado hoy, te lo recordaremos con una notificación push (o un correo) para que no pierdas la racha.","Si à cette heure tu n'as pas encore pratiqué aujourd'hui, nous te le rappellerons par notification push (ou e-mail) pour ne pas perdre ta série.","Wenn du bis zu dieser Uhrzeit heute noch nicht geübt hast, erinnern wir dich per Push-Benachrichtigung (oder E-Mail), damit du deine Serie nicht verlierst.",
dict,Якщо о цей час сьогодні ще не буде практики — надішлемо лист-нагадування.,Якщо о цей час сьогодні ще не буде практики — надішлемо лист-нагадування.,"Si a esta hora aún no has practicado hoy, te enviaremos un correo de recordatorio.","Si à cette heure tu n'as pas encore pratiqué aujourd'hui, nous t'enverrons un e-mail de rappel.","Wenn du bis zu dieser Uhrzeit heute noch nicht geübt hast, senden wir dir eine Erinnerungs-E-Mail.",
dict,Яскраве світло у перші години після пробудження налаштовує внутрішній годинник.,Яскраве світло у перші години після пробудження налаштовує внутрішній годинник.,La luz intensa en las primeras horas tras despertar ajusta el reloj interno.,Une lumière vive dans les premières heures après le réveil règle l'horloge interne.,Helles Licht in den ersten Stunden nach dem Aufwachen stellt die innere Uhr.,
dict,Ясний,Ясний,Lúcido,Lucide,Klar,
dict,або,або,o,ou,oder,
dict,адміністратор,адміністратор,administrador,administrateur,Administrator,
dict,активних днів,активних днів,días activos,jours actifs,aktive Tage,
dict,активних тижнів,активних тижнів,semanas activas,semaines actives,aktive Wochen,
dict,без зривів,без зривів,sin recaídas,sans rechutes,ohne Rückfälle,
dict,будь-яка затримка,будь-яка затримка,cualquier retención,toute rétention,beliebige Atempause,
dict,будь-яке утримання,будь-яке утримання,cualquier mantenimiento,tout maintien,beliebiges Halten,
dict,версія ,версія ,versión ,version ,Version ,
dict,видих,видих,exhalación,expiration,Ausatmen,
dict,власник,власник,propietario,propriétaire,Besitzer,
dict,води,води,de agua,d'eau,Wasser,
dict,год практики,год практики,h de práctica,h de pratique,Std Praxis,
dict,готово,готово,listo,prêt,fertig,
dict,груди,груди,el pecho,la poitrine,die Brust,
dict,день поспіль,день поспіль,día seguido,jour d'affilée,Tag in Folge,
dict,детально ›,детально ›,detalles ›,détails ›,Details ›,
dict,дн,дн,d,j,T,
dict,днів поспіль,днів поспіль,días seguidos,jours d'affilée,Tage in Folge,
dict,днів практики поспіль,днів практики поспіль,días de práctica seguidos,jours de pratique d'affilée,Tage Praxis am Stück,
dict,до всього XP,до всього XP,a todo el XP,à tout l'XP,zu allem XP,
dict,живіт,живіт,el vientre,le ventre,den Bauch,
dict,завершено,завершено,finalizado,terminé,abgeschlossen,
dict,затримка ,затримка ,retención ,rétention ,Atempause ,
dict,змінити ›,змінити ›,editar ›,modifier ›,bearbeiten ›,
dict,книг,книг,libros,livres,Bücher,
dict,коліна й гомілки,коліна й гомілки,las rodillas y las pantorrillas,les genoux et les mollets,Knie und Waden,
dict,л,л,l,l,l,
dict,л/день,л/день,l/día,l/jour,l/Tag,
dict,літрів на день,літрів на день,litros por día,litres par jour,Liter pro Tag,
dict,макс,макс,máx,max,max,
dict,максимальний рівень,максимальний рівень,nivel máximo,niveau maximum,maximales Level,
dict,максимум ✓,максимум ✓,máximo ✓,maximum ✓,Maximum ✓,
dict,маківку голови,маківку голови,la coronilla,le sommet du crâne,den Scheitel,
dict,мету досягнуто,мету досягнуто,meta alcanzada,cible atteinte,Ziel erreicht,
dict,найдовша затримка (с),найдовша затримка (с),retención más larga (s),rétention la plus longue (s),längste Atempause (s),
dict,найдовше ,найдовше ,más largo ,le plus long ,am längsten ,
dict,напр. Тиждень холоду,напр. Тиждень холоду,p. ej. Semana de frío,p. ex. Semaine du froid,z. B. Kälte-Woche,
dict,напр. Улюблена кава,напр. Улюблена кава,p. ej. Café favorito,p. ex. Café préféré,z. B. Lieblingskaffee,
dict,напр. Холодний душ зранку,напр. Холодний душ зранку,p. ej. Ducha fría por la mañana,p. ex. Douche froide le matin,z. B. Kalte Dusche am Morgen,
dict,обличчя й щелепу,обличчя й щелепу,la cara y la mandíbula,le visage et la mâchoire,Gesicht und Kiefer,
dict,одна сесія ≥ 180 с,одна сесія ≥ 180 с,una sesión ≥ 180 s,une séance ≥ 180 s,eine Sitzung ≥ 180 s,
dict,одна сесія ≥ 60 с,одна сесія ≥ 60 с,una sesión ≥ 60 s,une séance ≥ 60 s,eine Sitzung ≥ 60 s,
dict,оцінених днів,оцінених днів,días valorados,jours notés,bewertete Tage,
dict,оцінка за день,оцінка за день,valoración por día,note par jour,Bewertung pro Tag,
dict,оцінки за день,оцінки за день,valoraciones por día,notes par jour,Bewertungen pro Tag,
dict,оцінки за тиждень,оцінки за тиждень,valoraciones por semana,notes par semaine,Bewertungen pro Woche,
dict,очок розвитку,очок розвитку,puntos de desarrollo,points de développement,Entwicklungs-XP,
dict,показати,показати,mostrar,afficher,anzeigen,
dict,порада на сьогодні,порада на сьогодні,consejo para hoy,conseil du jour,Tipp für heute,
dict,початок,початок,inicio,début,Beginn,
dict,практик,практик,prácticas,pratiques,Praktiken,
dict,приховано,приховано,oculto,masqué,verborgen,
dict,прогрес прихований,прогрес прихований,progreso oculto,progression masquée,Fortschritt verborgen,
dict,прочитай 1 книгу,прочитай 1 книгу,lee 1 libro,lis 1 livre,lies 1 Buch,
dict,прочитай 3,прочитай 3,lee 3,lis-en 3,lies 3,
dict,разово,разово,una vez,une fois,einmalig,
dict,руки й кисті,руки й кисті,los brazos y las manos,les bras et les mains,Arme und Hände,
dict,рів.,рів.,niv.,niv.,Lvl,
dict,рівень,рівень,nivel,niveau,Level,
dict,сер. оцінка,сер. оцінка,valor. media,note moy.,Ø-Bewertung,
dict,середня оцінка,середня оцінка,valoración media,note moyenne,Durchschnittsbewertung,
dict,середня оцінка за тиждень,середня оцінка за тиждень,valoración media por semana,note moyenne par semaine,Durchschnittsbewertung pro Woche,
dict,сесій,сесій,sesiones,séances,Sessionen,
dict,сесія ≥ 4 хв,сесія ≥ 4 хв,sesión ≥ 4 min,séance ≥ 4 min,Sitzung ≥ 4 Min,
dict,сесії за день,сесії за день,sesiones por día,séances par jour,Sitzungen pro Tag,
dict,сесії за тиждень,сесії за тиждень,sesiones por semana,séances par semaine,Sitzungen pro Woche,
dict,спину,спину,la espalda,le dos,den Rücken,
dict,стегна,стегна,los muslos,les cuisses,die Oberschenkel,
dict,стопи,стопи,los pies,les pieds,die Füße,
dict,сумарно 180 хв,сумарно 180 хв,180 min en total,180 min au total,180 Min insgesamt,
dict,сумарно 60 хв,сумарно 60 хв,60 min en total,60 min au total,60 Min insgesamt,
dict,сумарно 600 хв,сумарно 600 хв,600 min en total,600 min au total,600 Min insgesamt,
dict,сховати,сховати,ocultar,masquer,verbergen,
dict,таз і сідниці,таз і сідниці,la pelvis y los glúteos,le bassin et les fessiers,Becken und Gesäß,
dict,термін вийшов,термін вийшов,plazo cumplido,délai écoulé,Frist abgelaufen,
dict,у холоді,у холоді,en frío,dans le froid,in der Kälte,
dict,утримай 120 с,утримай 120 с,mantén 120 s,tiens 120 s,halte 120 s,
dict,утримай 180 с,утримай 180 с,mantén 180 s,tiens 180 s,halte 180 s,
dict,утримай 240 с,утримай 240 с,mantén 240 s,tiens 240 s,halte 240 s,
dict,утримай 300 с,утримай 300 с,mantén 300 s,tiens 300 s,halte 300 s,
dict,утримай 60 с,утримай 60 с,mantén 60 s,tiens 60 s,halte 60 s,
dict,утримання,утримання,mantenimiento,maintien,Halten,
dict,хв,хв,min,min,Min,
dict,хв практики,хв практики,min de práctica,min de pratique,Min. Praktik,
dict,хвилини за день,хвилини за день,minutos por día,minutes par jour,Minuten pro Tag,
dict,хвилини за тиждень,хвилини за тиждень,minutos por semana,minutes par semaine,Minuten pro Woche,
dict,шию та плечі,шию та плечі,el cuello y los hombros,le cou et les épaules,Nacken und Schultern,
dict,щодня,щодня,cada día,chaque jour,täglich,
dict,— будь-яка вправа —,— будь-яка вправа —,— cualquier ejercicio —,— n'importe quel exercice —,— beliebige Übung —,
dict,‹ Головна,‹ Головна,‹ Inicio,‹ Accueil,‹ Start,
dict,‹ Назад,‹ Назад,‹ Atrás,‹ Retour,‹ Zurück,
dict,‹ Розвиток,‹ Розвиток,‹ Desarrollo,‹ Développement,‹ Entwicklung,
dict,‹ Спільнота,‹ Спільнота,‹ Comunidad,‹ Communauté,‹ Gemeinschaft,
dict,‹ Спільноти,‹ Спільноти,‹ Comunidades,‹ Communautés,‹ Gemeinschaften,
dict,← Антистрес,← Антистрес,← Antiestrés,← Anti-stress,← Anti-Stress,
dict,← Вправи,← Вправи,← Ejercicios,← Exercices,← Übungen,
dict,← Календар,← Календар,← Calendario,← Calendrier,← Kalender,
dict,← Практики,← Практики,← Prácticas,← Pratiques,← Praktiken,
dict,← Розвиток,← Розвиток,← Desarrollo,← Développement,← Entwicklung,
dict,← Холод,← Холод,← Frío,← Froid,← Kälte,
dict,← Частоти,← Частоти,← Frecuencias,← Fréquences,← Frequenzen,
dict,− відняти,− відняти,− restar,− soustraire,− abziehen,
dict,≥ 120 с,≥ 120 с,≥ 120 s,≥ 120 s,≥ 120 s,
dict,≥ 180 с,≥ 180 с,≥ 180 s,≥ 180 s,≥ 180 s,
dict,≥ 60 с,≥ 60 с,≥ 60 s,≥ 60 s,≥ 60 s,
dict,♪ Увімкнути музику в YouTube Music,♪ Увімкнути музику в YouTube Music,♪ Poner música en YouTube Music,♪ Lancer la musique sur YouTube Music,♪ Musik auf YouTube Music starten,
dict,✓ Відмітити прослуховування,✓ Відмітити прослуховування,✓ Registrar la escucha,✓ Enregistrer l'écoute,✓ Anhören eintragen,
dict,✓ прочитано,✓ прочитано,✓ leído,✓ lu,✓ gelesen,
dict,⤓ Експорт у PDF,⤓ Експорт у PDF,⤓ Exportar a PDF,⤓ Exporter en PDF,⤓ Als PDF exportieren,
dict,＋ Додати звичку,＋ Додати звичку,＋ Añadir hábito,＋ Ajouter une habitude,＋ Gewohnheit hinzufügen,
dict,＋ Нова розмова,＋ Нова розмова,＋ Nueva conversación,＋ Nouvelle conversation,＋ Neue Unterhaltung,
dict,＋ Оцінити день,＋ Оцінити день,＋ Valorar el día,＋ Noter la journée,＋ Tag bewerten,
dict,＋ час,＋ час,＋ tiempo,＋ temps,＋ Zeit,
dict,🎉 Ціль досягнута,🎉 Ціль досягнута,🎉 Objetivo alcanzado,🎉 Objectif atteint,🎉 Ziel erreicht,
pattern,p0,^(\d+) сесій · (.+)$,$1 sesiones · $2,$1 séances · $2,$1 Sitzungen · $2,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p1,^(\d+) сесій$,$1 sesiones,$1 séances,$1 Sitzungen,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p2,^(\d+) хв$,$1 min,$1 min,$1 Min,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p3,^(\d+) днів$,$1 días,$1 jours,$1 Tage,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p4,^(\d+) год читання$,$1 h de lectura,$1 h de lecture,$1 Std Lesen,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p5,^(\d+) год$,$1 h,$1 h,$1 Std,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p6,^(\d+) очок розвитку$,$1 puntos de desarrollo,$1 points de développement,$1 Entwicklungspunkte,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p7,^часу читання · (\d+) прочитано$,tiempo de lectura · $1 leídos,temps de lecture · $1 lus,Lesezeit · $1 gelesen,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p8,^Прочитані · (\d+)$,Leídos · $1,Lus · $1,Gelesen · $1,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p9,^Тіло · (\d+)$,Cuerpo · $1,Corps · $1,Körper · $1,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p10,^Ментальність · (\d+)$,Mente · $1,Mental · $1,Geist · $1,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p11,^Дихання · (\d+) р\.$,Respiración · $1 rondas,Respiration · $1 tours,Atmung · $1 Runden,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p12,^Р(\d+)$,R$1,R$1,R$1,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p13,^ще (\d+) балів$,faltan $1 puntos,encore $1 points,noch $1 Punkte,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
